Kod sklepu;Kod segmentu;Data od;Data do;Nazwa planogramu;Wersja planogramu;Opis planogramu;Numer półki;Pozycja;Index;Nazwa;Liczba twarzy;Sposób ekspozycji
Text;Int;Text;Text;Text;Text;Text;Int;Int;Text;Text;Int;Int
shop_planogram_assignment.shop.codes;shop_planogram_assignment.segment.id;shop_planogram_assignment.start_date_time;shop_planogram_assignment.end_date_time;planogram.name;planogram.version;planogram.description;planogram_element.shelf;planogram_element.position;planogram_element.sku.index;planogram_element.sku.name;planogram_element.faces_count;planogram_element.stack_count
Z8008;2;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybko i smacznie_1.0_7;0002;;9;15;12002264;HUMMUS CZARNUSZKA/POMIDOR 110G MW;1;1
Z8008;2;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybko i smacznie_1.0_7;0002;;9;16;12002247;HUMMUS KLASYCZNY/PAPRYKOWY MIX 110G ...;1;1
Z8008;2;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybko i smacznie_1.0_7;0002;;9;17;12004668;ZK PANINI Z WARZYW GRILL CHŁOD 170G MW;1;1
Z8008;2;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybko i smacznie_1.0_7;0002;;9;18;12004329;ZK PANINI KURCZAK CHŁODZONE 185G MW;1;1
Z8008;2;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybko i smacznie_1.0_7;0002;;9;19;12004244;ZK PANINI SER SZYNKA CHŁODZONE 175G MW;1;1
Z8008;2;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybko i smacznie_1.0_7;0002;;9;20;80410373;PANINI KURCZAK 185G MW;1;1
Z8008;2;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybko i smacznie_1.0_7;0002;;9;21;80410424;PANINI Z WARZYW GRILL 170G MW;1;1
Z8008;2;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybko i smacznie_1.0_7;0002;;9;22;12000764;SAŁATKA BULGUR CIEC. POMIDOR 200G GRZE...;1;1
Z8008;2;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybko i smacznie_1.0_7;0002;;9;23;10988803;SAŁATKA AMERYKAŃSKA TO GO 200G GRZEŚK.;1;1
Z8008;2;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybko i smacznie_1.0_7;0002;;9;24;12004478;SAŁATKA SHAKER KASZA KURCZAK DK 150G ...;1;1
Z8008;2;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybko i smacznie_1.0_7;0002;;9;25;12000355;SUSHI NORIKO 225G;1;1
Z8008;2;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybko i smacznie_1.0_7;0002;;9;26;80410374;PANINI SER SZYNKA JALAPENOS 175G MW;1;1
Z8008;2;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybko i smacznie_1.0_7;0002;;9;13;12003614;ZUPA OGÓRKOWA 350G MW;1;1
Z8008;2;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybko i smacznie_1.0_7;0002;;9;14;12002255;OLIWKI ZIELONE W ZIOŁACH 90G MW;1;1
Z8008;2;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybko i smacznie_1.0_7;0002;;9;15;12002264;HUMMUS CZARNUSZKA/POMIDOR 110G MW;1;1
Z8008;2;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybko i smacznie_1.0_7;0002;;9;16;12002247;HUMMUS KLASYCZNY/PAPRYKOWY MIX 110G ...;1;1
Z8008;2;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybko i smacznie_1.0_7;0002;;9;17;12004668;ZK PANINI Z WARZYW GRILL CHŁOD 170G MW;1;1
Z8008;2;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybko i smacznie_1.0_7;0002;;9;18;12004329;ZK PANINI KURCZAK CHŁODZONE 185G MW;1;1
Z8008;2;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybko i smacznie_1.0_7;0002;;9;19;12004244;ZK PANINI SER SZYNKA CHŁODZONE 175G MW;1;1
Z8008;2;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybko i smacznie_1.0_7;0002;;9;20;80410373;PANINI KURCZAK 185G MW;1;1
Z8008;2;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybko i smacznie_1.0_7;0002;;9;21;80410424;PANINI Z WARZYW GRILL 170G MW;1;1
Z8008;2;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybko i smacznie_1.0_7;0002;;9;22;12000764;SAŁATKA BULGUR CIEC. POMIDOR 200G GRZE...;1;1
Z8008;2;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybko i smacznie_1.0_7;0002;;9;23;10988803;SAŁATKA AMERYKAŃSKA TO GO 200G GRZEŚK.;1;1
Z8008;2;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybko i smacznie_1.0_7;0002;;9;24;12004478;SAŁATKA SHAKER KASZA KURCZAK DK 150G ...;1;1
Z8008;2;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybko i smacznie_1.0_7;0002;;9;25;12000355;SUSHI NORIKO 225G;1;1
Z8008;2;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybko i smacznie_1.0_7;0002;;9;26;80410374;PANINI SER SZYNKA JALAPENOS 175G MW;1;1
Z8008;2;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybko i smacznie_1.0_7;0002;;10;1;12002734;DESER CHIA Z MANGO 140G MW;1;1
Z8008;2;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybko i smacznie_1.0_7;0002;;10;2;12005162;MUS JABŁKO-MANGO ZIARN GOOD MOOD 130...;1;1
Z8008;2;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybko i smacznie_1.0_7;0002;;10;3;12005185;MUS JABŁKOWY GOOD MOOD 130G MW;1;1
Z8008;2;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybko i smacznie_1.0_7;0002;;10;4;12004534;OWSIANKA KOKOS WIŚNIA 210G DOPPELT;1;1
Z8008;2;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybko i smacznie_1.0_7;0002;;10;5;12004615;OWSIANKA KOKOS MANGO MARAKU 210G DO...;1;1
Z8008;2;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybko i smacznie_1.0_7;0002;;10;6;12004300;KANAPKA TRÓJ. Z ŁOSOSIEM TOM.PAL 190G ...;1;1
Z8008;2;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybko i smacznie_1.0_7;0002;;10;7;12000253;KANAPKA TRÓJ SZYN TOMCIO PALUCH 210G ...;1;1
Z8008;2;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybko i smacznie_1.0_7;0002;;10;8;12004638;KAJZERKA KEBAB 137G MW;1;1
Z8008;2;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybko i smacznie_1.0_7;0002;;10;9;12000275;KAJZERKA Z SEREM TOMCIO PALUCH 122G MW;1;1
Z8008;2;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybko i smacznie_1.0_7;0002;;10;10;12004651;MINI BAGIETKA SZYNKA JAJKO 181G MW;1;1
Z8008;2;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybko i smacznie_1.0_7;0002;;10;11;12005275;BAGIETKA JAJKO SZYNKA FOODMAKERS 225G;1;1
Z8008;2;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybko i smacznie_1.0_7;0002;;10;12;12003692;BAGIETKA KATALOŃSKA 225G TOM PAL MW;1;1
;;;;;;;;;;;;
Z1790, Z2680, Z2520, Z8788, Z8607, Z2957, Z6730, Z6311, Z6688, Z6436, Z6742, Z7510, Z5928, Z5433, Z8508;3;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybkie przekaski_1.0_7;0018;;1;82;12002257;SAŁATKA BULGUR Z HUMMUSEM 180G MW;1;1
Z1790, Z2680, Z2520, Z8788, Z8607, Z2957, Z6730, Z6311, Z6688, Z6436, Z6742, Z7510, Z5928, Z5433, Z8508;3;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybkie przekaski_1.0_7;0018;;1;83;12002214;SAŁATKA KUSKUS Z HUMMUSEM 180G MW;1;1
Z1790, Z2680, Z2520, Z8788, Z8607, Z2957, Z6730, Z6311, Z6688, Z6436, Z6742, Z7510, Z5928, Z5433, Z8508;3;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybkie przekaski_1.0_7;0018;;1;84;12004621;SAŁATKA PROTEINOWA QUINOA DK 180G MW;1;1
Z1790, Z2680, Z2520, Z8788, Z8607, Z2957, Z6730, Z6311, Z6688, Z6436, Z6742, Z7510, Z5928, Z5433, Z8508;3;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybkie przekaski_1.0_7;0018;;1;85;12005257;SAŁATKA AL DENTE KURCZ. BROK.150G LISNER;1;1
Z1790, Z2680, Z2520, Z8788, Z8607, Z2957, Z6730, Z6311, Z6688, Z6436, Z6742, Z7510, Z5928, Z5433, Z8508;3;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybkie przekaski_1.0_7;0018;;1;86;12005249;SAŁATKA AL DENTE SUSZ.POM. 150G LISNER;1;1
Z1790, Z2680, Z2520, Z8788, Z8607, Z2957, Z6730, Z6311, Z6688, Z6436, Z6742, Z7510, Z5928, Z5433, Z8508;3;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybkie przekaski_1.0_7;0018;;1;87;10988803;SAŁATKA AMERYKAŃSKA TO GO 200G GRZEŚK.;1;1
Z1790, Z2680, Z2520, Z8788, Z8607, Z2957, Z6730, Z6311, Z6688, Z6436, Z6742, Z7510, Z5928, Z5433, Z8508;3;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybkie przekaski_1.0_7;0018;;1;88;12000764;SAŁATKA BULGUR CIEC. POMIDOR 200G GRZE...;1;1
Z1790, Z2680, Z2520, Z8788, Z8607, Z2957, Z6730, Z6311, Z6688, Z6436, Z6742, Z7510, Z5928, Z5433, Z8508;3;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybkie przekaski_1.0_7;0018;;1;89;12004527;SAŁATKA DEGA PO PEKIŃSKU Z SZYNKĄ 140G;1;1
Z1790, Z2680, Z2520, Z8788, Z8607, Z2957, Z6730, Z6311, Z6688, Z6436, Z6742, Z7510, Z5928, Z5433, Z8508;3;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybkie przekaski_1.0_7;0018;;1;90;12004521;SAŁATKA DEGA JARZYNOWA Z PAPRYKĄ 140G;1;1
Z1790, Z2680, Z2520, Z8788, Z8607, Z2957, Z6730, Z6311, Z6688, Z6436, Z6742, Z7510, Z5928, Z5433, Z8508;3;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybkie przekaski_1.0_7;0018;;1;91;12004512;SAŁATKA DEGA JARZYNOWA 140G;1;1
Z1790, Z2680, Z2520, Z8788, Z8607, Z2957, Z6730, Z6311, Z6688, Z6436, Z6742, Z7510, Z5928, Z5433, Z8508;3;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybkie przekaski_1.0_7;0018;;1;92;12004500;SAŁATKA DEGA KEBAB 140G;1;1
Z1790, Z2680, Z2520, Z8788, Z8607, Z2957, Z6730, Z6311, Z6688, Z6436, Z6742, Z7510, Z5928, Z5433, Z8508;3;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybkie przekaski_1.0_7;0018;;1;93;12005248;KURCZAK W GALARECIE 150G;1;1
Z1790, Z2680, Z2520, Z8788, Z8607, Z2957, Z6730, Z6311, Z6688, Z6436, Z6742, Z7510, Z5928, Z5433, Z8508;3;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybkie przekaski_1.0_7;0018;;1;94;12005221;WIEPRZOWINA W GALARECIE 150G;1;1
Z1790, Z2680, Z2520, Z8788, Z8607, Z2957, Z6730, Z6311, Z6688, Z6436, Z6742, Z7510, Z5928, Z5433, Z8508;3;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybkie przekaski_1.0_7;0018;;1;95;20000243;SUSHI ŚWIEŻE 1 REG;1;1
Z1790, Z2680, Z2520, Z8788, Z8607, Z2957, Z6730, Z6311, Z6688, Z6436, Z6742, Z7510, Z5928, Z5433, Z8508;3;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybkie przekaski_1.0_7;0018;;2;71;12004189;SAŁATKA LUNCHBOX KURCZAK SER DK 195G ...;1;1
Z1790, Z2680, Z2520, Z8788, Z8607, Z2957, Z6730, Z6311, Z6688, Z6436, Z6742, Z7510, Z5928, Z5433, Z8508;3;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybkie przekaski_1.0_7;0018;;2;72;12004162;SAŁATKA LUNCHBOX ROMANTICA DK 155G MW;1;1
Z1790, Z2680, Z2520, Z8788, Z8607, Z2957, Z6730, Z6311, Z6688, Z6436, Z6742, Z7510, Z5928, Z5433, Z8508;3;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybkie przekaski_1.0_7;0018;;2;73;12005577;SAŁATKA Z KREWETKAMI POKE BOWL 330G;1;1
Z1790, Z2680, Z2520, Z8788, Z8607, Z2957, Z6730, Z6311, Z6688, Z6436, Z6742, Z7510, Z5928, Z5433, Z8508;3;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybkie przekaski_1.0_7;0018;;2;74;12004330;SAŁATKA Z ŁOSOSIEM POKE BOWL 330G;1;1
Z1790, Z2680, Z2520, Z8788, Z8607, Z2957, Z6730, Z6311, Z6688, Z6436, Z6742, Z7510, Z5928, Z5433, Z8508;3;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybkie przekaski_1.0_7;0018;;2;75;12004462;SAŁATKA SHAKER MOZZARELLA PESTO 130G ...;1;1
Z1790, Z2680, Z2520, Z8788, Z8607, Z2957, Z6730, Z6311, Z6688, Z6436, Z6742, Z7510, Z5928, Z5433, Z8508;3;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybkie przekaski_1.0_7;0018;;2;76;12004478;SAŁATKA SHAKER KASZA KURCZAK DK 150G M...;1;1
Z1790, Z2680, Z2520, Z8788, Z8607, Z2957, Z6730, Z6311, Z6688, Z6436, Z6742, Z7510, Z5928, Z5433, Z8508;3;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybkie przekaski_1.0_7;0018;;2;77;12004179;SNACKI WARZYWA & HUMMUS DK 230G MW;1;1
Z1790, Z2680, Z2520, Z8788, Z8607, Z2957, Z6730, Z6311, Z6688, Z6436, Z6742, Z7510, Z5928, Z5433, Z8508;3;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybkie przekaski_1.0_7;0018;;2;78;12002247;HUMMUS KLASYCZNY/PAPRYKOWY MIX 110G ...;1;1
Z1790, Z2680, Z2520, Z8788, Z8607, Z2957, Z6730, Z6311, Z6688, Z6436, Z6742, Z7510, Z5928, Z5433, Z8508;3;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybkie przekaski_1.0_7;0018;;2;79;12005466;ANTIPASTI MIX PAPRYCZEK PERLA 150G;1;1
Z1790, Z2680, Z2520, Z8788, Z8607, Z2957, Z6730, Z6311, Z6688, Z6436, Z6742, Z7510, Z5928, Z5433, Z8508;3;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybkie przekaski_1.0_7;0018;;2;80;12004137;OLIWKI ZIELONE CHILLI 90G MW;1;1
Z1790, Z2680, Z2520, Z8788, Z8607, Z2957, Z6730, Z6311, Z6688, Z6436, Z6742, Z7510, Z5928, Z5433, Z8508;3;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybkie przekaski_1.0_7;0018;;2;81;12002255;OLIWKI ZIELONE W ZIOŁACH 90G MW;1;1
Z1790, Z2680, Z2520, Z8788, Z8607, Z2957, Z6730, Z6311, Z6688, Z6436, Z6742, Z7510, Z5928, Z5433, Z8508;3;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybkie przekaski_1.0_7;0018;;3;55;12004244;ZK PANINI SER SZYNKA CHŁODZONE 175G MW;1;1
Z1790, Z2680, Z2520, Z8788, Z8607, Z2957, Z6730, Z6311, Z6688, Z6436, Z6742, Z7510, Z5928, Z5433, Z8508;3;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybkie przekaski_1.0_7;0018;;3;56;80410471;TOST Z SZYNKĄ I SEREM 115G MW;1;1
Z1790, Z2680, Z2520, Z8788, Z8607, Z2957, Z6730, Z6311, Z6688, Z6436, Z6742, Z7510, Z5928, Z5433, Z8508;3;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybkie przekaski_1.0_7;0018;;3;57;12004668;ZK PANINI Z WARZYW GRILL CHŁOD 170G MW;1;1
Z1790, Z2680, Z2520, Z8788, Z8607, Z2957, Z6730, Z6311, Z6688, Z6436, Z6742, Z7510, Z5928, Z5433, Z8508;3;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybkie przekaski_1.0_7;0018;;3;58;80410424;PANINI Z WARZYW GRILL 170G MW;1;1
Z1790, Z2680, Z2520, Z8788, Z8607, Z2957, Z6730, Z6311, Z6688, Z6436, Z6742, Z7510, Z5928, Z5433, Z8508;3;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybkie przekaski_1.0_7;0018;;3;59;80410373;PANINI KURCZAK 185G MW;1;1
Z1790, Z2680, Z2520, Z8788, Z8607, Z2957, Z6730, Z6311, Z6688, Z6436, Z6742, Z7510, Z5928, Z5433, Z8508;3;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybkie przekaski_1.0_7;0018;;3;60;12004329;ZK PANINI KURCZAK CHŁODZONE 185G MW;1;1
Z1790, Z2680, Z2520, Z8788, Z8607, Z2957, Z6730, Z6311, Z6688, Z6436, Z6742, Z7510, Z5928, Z5433, Z8508;3;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybkie przekaski_1.0_7;0018;;3;61;80410374;PANINI SER SZYNKA JALAPENOS 175G MW;1;1
Z1790, Z2680, Z2520, Z8788, Z8607, Z2957, Z6730, Z6311, Z6688, Z6436, Z6742, Z7510, Z5928, Z5433, Z8508;3;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybkie przekaski_1.0_7;0018;;3;62;12005246;ZK PIZZINA SALAMI 170G MW;1;1
Z1790, Z2680, Z2520, Z8788, Z8607, Z2957, Z6730, Z6311, Z6688, Z6436, Z6742, Z7510, Z5928, Z5433, Z8508;3;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybkie przekaski_1.0_7;0018;;3;63;80410463;PIZZINA SALAMI 170G MW;1;1
Z1790, Z2680, Z2520, Z8788, Z8607, Z2957, Z6730, Z6311, Z6688, Z6436, Z6742, Z7510, Z5928, Z5433, Z8508;3;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybkie przekaski_1.0_7;0018;;3;64;12005255;ZK PIZZINA SZYNKA 170G MW;1;1
Z1790, Z2680, Z2520, Z8788, Z8607, Z2957, Z6730, Z6311, Z6688, Z6436, Z6742, Z7510, Z5928, Z5433, Z8508;3;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybkie przekaski_1.0_7;0018;;3;65;80410462;PIZZINA SZYNKA 170G MW;1;1
Z1790, Z2680, Z2520, Z8788, Z8607, Z2957, Z6730, Z6311, Z6688, Z6436, Z6742, Z7510, Z5928, Z5433, Z8508;3;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybkie przekaski_1.0_7;0018;;3;66;12005213;ZK TOST Z SZYNKĄ I SEREM 115G MW;1;1
Z1790, Z2680, Z2520, Z8788, Z8607, Z2957, Z6730, Z6311, Z6688, Z6436, Z6742, Z7510, Z5928, Z5433, Z8508;3;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybkie przekaski_1.0_7;0018;;3;67;12005184;ZK TOST Z KEBABEM Z KURCZAKA 130G MW;1;1
Z1790, Z2680, Z2520, Z8788, Z8607, Z2957, Z6730, Z6311, Z6688, Z6436, Z6742, Z7510, Z5928, Z5433, Z8508;3;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybkie przekaski_1.0_7;0018;;3;68;80410472;TOST Z KEBABEM Z KURCZAKA 130G MW;1;1
Z1790, Z2680, Z2520, Z8788, Z8607, Z2957, Z6730, Z6311, Z6688, Z6436, Z6742, Z7510, Z5928, Z5433, Z8508;3;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybkie przekaski_1.0_7;0018;;3;69;12000348;SUSHI KATSUMI 420G;1;1
Z1790, Z2680, Z2520, Z8788, Z8607, Z2957, Z6730, Z6311, Z6688, Z6436, Z6742, Z7510, Z5928, Z5433, Z8508;3;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybkie przekaski_1.0_7;0018;;3;70;12000355;SUSHI NORIKO 225G;1;1
Z1790, Z2680, Z2520, Z8788, Z8607, Z2957, Z6730, Z6311, Z6688, Z6436, Z6742, Z7510, Z5928, Z5433, Z8508;3;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybkie przekaski_1.0_7;0018;;4;45;12004651;MINI BAGIETKA SZYNKA JAJKO 181G MW;2;1
Z1790, Z2680, Z2520, Z8788, Z8607, Z2957, Z6730, Z6311, Z6688, Z6436, Z6742, Z7510, Z5928, Z5433, Z8508;3;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybkie przekaski_1.0_7;0018;;4;46;10990872;BAGIETKA HOT STR TOMCIO PALUCH 240G MW;2;1
Z1790, Z2680, Z2520, Z8788, Z8607, Z2957, Z6730, Z6311, Z6688, Z6436, Z6742, Z7510, Z5928, Z5433, Z8508;3;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybkie przekaski_1.0_7;0018;;4;47;10990873;BAGIETKA ANDALUZ. TOMCIO PALUCH 210G MW;2;1
Z1790, Z2680, Z2520, Z8788, Z8607, Z2957, Z6730, Z6311, Z6688, Z6436, Z6742, Z7510, Z5928, Z5433, Z8508;3;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybkie przekaski_1.0_7;0018;;4;48;12003682;BAGIETKA ŚRÓDZIEMNOMOR 250G TOM PA MW;2;1
Z1790, Z2680, Z2520, Z8788, Z8607, Z2957, Z6730, Z6311, Z6688, Z6436, Z6742, Z7510, Z5928, Z5433, Z8508;3;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybkie przekaski_1.0_7;0018;;4;49;12003692;BAGIETKA KATALOŃSKA 225G TOM PAL MW;1;1
Z1790, Z2680, Z2520, Z8788, Z8607, Z2957, Z6730, Z6311, Z6688, Z6436, Z6742, Z7510, Z5928, Z5433, Z8508;3;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybkie przekaski_1.0_7;0018;;4;50;12005275;BAGIETKA JAJKO SZYNKA FOODMAKERS 225G;1;1
Z1790, Z2680, Z2520, Z8788, Z8607, Z2957, Z6730, Z6311, Z6688, Z6436, Z6742, Z7510, Z5928, Z5433, Z8508;3;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybkie przekaski_1.0_7;0018;;4;51;12004638;KAJZERKA KEBAB 137G MW;1;1
Z1790, Z2680, Z2520, Z8788, Z8607, Z2957, Z6730, Z6311, Z6688, Z6436, Z6742, Z7510, Z5928, Z5433, Z8508;3;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybkie przekaski_1.0_7;0018;;4;52;12000229;KAJZERKA Z SZYNKĄ TOMCIO PALUCH 116G MW;1;1
Z1790, Z2680, Z2520, Z8788, Z8607, Z2957, Z6730, Z6311, Z6688, Z6436, Z6742, Z7510, Z5928, Z5433, Z8508;3;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybkie przekaski_1.0_7;0018;;4;53;12000275;KAJZERKA Z SEREM TOMCIO PALUCH 122G MW;1;1
Z1790, Z2680, Z2520, Z8788, Z8607, Z2957, Z6730, Z6311, Z6688, Z6436, Z6742, Z7510, Z5928, Z5433, Z8508;3;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybkie przekaski_1.0_7;0018;;4;54;12000230;KAJZERKA Z JAJKIEM TOMCIO PALUCH 120G M...;1;1
Z1790, Z2680, Z2520, Z8788, Z8607, Z2957, Z6730, Z6311, Z6688, Z6436, Z6742, Z7510, Z5928, Z5433, Z8508;3;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybkie przekaski_1.0_7;0018;;5;35;12000254;KANAPKA TRÓJ CEZAR TOMCIO PALUCH 205G ...;2;1
Z1790, Z2680, Z2520, Z8788, Z8607, Z2957, Z6730, Z6311, Z6688, Z6436, Z6742, Z7510, Z5928, Z5433, Z8508;3;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybkie przekaski_1.0_7;0018;;5;36;12004331;KANAPKA TRÓJ.TOSKANSKA TOM.PAL 190G MW;1;1
Z1790, Z2680, Z2520, Z8788, Z8607, Z2957, Z6730, Z6311, Z6688, Z6436, Z6742, Z7510, Z5928, Z5433, Z8508;3;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybkie przekaski_1.0_7;0018;;5;37;10990874;KANAPKA TRÓJ JAJKO BEKON TOMCIO 220G ...;1;1
Z1790, Z2680, Z2520, Z8788, Z8607, Z2957, Z6730, Z6311, Z6688, Z6436, Z6742, Z7510, Z5928, Z5433, Z8508;3;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybkie przekaski_1.0_7;0018;;5;38;12000253;KANAPKA TRÓJ SZYN TOMCIO PALUCH 210G ...;1;1
Z1790, Z2680, Z2520, Z8788, Z8607, Z2957, Z6730, Z6311, Z6688, Z6436, Z6742, Z7510, Z5928, Z5433, Z8508;3;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybkie przekaski_1.0_7;0018;;5;39;12004300;KANAPKA TRÓJ. Z ŁOSOSIEM TOM.PAL 190G M...;1;1
Z1790, Z2680, Z2520, Z8788, Z8607, Z2957, Z6730, Z6311, Z6688, Z6436, Z6742, Z7510, Z5928, Z5433, Z8508;3;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybkie przekaski_1.0_7;0018;;5;40;12005234;KANAPKA TRÓJ KURC.Z WARZ.FOODMAKERS ...;1;1
Z1790, Z2680, Z2520, Z8788, Z8607, Z2957, Z6730, Z6311, Z6688, Z6436, Z6742, Z7510, Z5928, Z5433, Z8508;3;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybkie przekaski_1.0_7;0018;;5;41;12005233;KANAPKA TRÓJ TUŃCZ.JAJKO FOODMAKERS ...;1;1
Z1790, Z2680, Z2520, Z8788, Z8607, Z2957, Z6730, Z6311, Z6688, Z6436, Z6742, Z7510, Z5928, Z5433, Z8508;3;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybkie przekaski_1.0_7;0018;;5;42;20000235;KANAPKA REGIONALNA 1 REG;1;1
Z1790, Z2680, Z2520, Z8788, Z8607, Z2957, Z6730, Z6311, Z6688, Z6436, Z6742, Z7510, Z5928, Z5433, Z8508;3;2019-11-20 00:00:00;2019-12-20 00:00:00;O_DG_szybkie przekaski_1.0_7;0018;;5;43;20000236;KANAPKA REGIONALNA 2 REG;1;1
